animal_id,greutatea_curenta,varsta_animalului,orele_de_activitate,grame_hrana_necesare
PET_04139,19.46,7.7,0.5,240.0
PET_04140,15.02,10.8,2.8,194.0
PET_04141,18.09,10.2,4.0,240.0
PET_04142,23.19,3.4,7.3,369.0
PET_04143,16.91,2.0,2.5,254.0
PET_04144,16.56,2.7,6.0,286.0
PET_04145,7.41,11.7,0.5,108.0
PET_04146,5.0,6.8,6.9,232.0
PET_04147,16.94,2.6,1.7,215.0
PET_04148,14.53,10.2,4.3,213.0
PET_04149,12.43,5.0,5.0,259.0
PET_04150,16.22,10.8,4.5,239.0
PET_04151,14.7,3.5,3.7,255.0
PET_04152,20.64,5.0,0.9,256.0
PET_04153,15.43,6.3,1.8,198.0
PET_04154,11.27,10.8,6.5,250.0
PET_04155,19.95,10.5,2.5,232.0
PET_04156,13.91,7.1,3.7,235.0
PET_04157,17.63,3.1,0.5,196.0
PET_04158,12.61,5.1,6.1,276.0
PET_04159,11.75,11.7,0.7,155.0
PET_04160,15.42,7.5,6.3,304.0
PET_04161,15.06,9.5,1.3,187.0
PET_04162,17.4,5.7,6.5,320.0
PET_04163,13.66,6.6,4.0,247.0
PET_04164,5.82,5.4,2.6,146.0
PET_04165,12.84,8.6,8.0,278.0
PET_04166,18.97,10.3,3.8,244.0
PET_04167,13.51,6.3,3.1,214.0
PET_04168,13.77,6.0,6.3,303.0
PET_04169,19.93,4.4,0.5,216.0
PET_04170,11.44,2.5,0.5,183.0
PET_04171,7.29,11.3,6.9,225.0
PET_04172,14.2,4.1,1.9,212.0
PET_04173,12.58,9.7,6.2,261.0
PET_04174,10.17,8.7,4.1,188.0
PET_04175,14.12,9.6,1.1,165.0
PET_04176,17.46,11.3,5.5,248.0
PET_04177,14.95,7.7,3.0,238.0
PET_04178,16.53,10.8,1.3,178.0
PET_04179,24.07,2.4,1.4,281.0
PET_04180,13.29,7.7,0.5,179.0
PET_04181,16.39,9.4,5.0,254.0
PET_04182,12.45,3.6,1.7,222.0
PET_04183,10.77,9.0,3.9,210.0
PET_04184,12.08,9.5,3.5,207.0
PET_04185,12.61,10.1,1.6,168.0
PET_04186,16.8,4.1,0.5,209.0
PET_04187,26.75,8.3,10.3,416.0
PET_04188,11.42,4.0,3.9,225.0
PET_04189,12.92,9.0,8.6,278.0
PET_04190,14.68,5.8,6.9,309.0
PET_04191,16.98,7.4,3.2,245.0
PET_04192,16.32,5.3,4.5,269.0
PET_04193,21.42,2.4,4.4,340.0
PET_04194,5.0,2.5,8.6,249.0
PET_04195,5.0,1.4,6.1,211.0
PET_04196,12.52,7.6,2.0,220.0
PET_04197,20.49,10.3,4.9,274.0
PET_04198,7.17,0.7,6.0,387.0
PET_04199,5.0,1.3,1.1,120.0
PET_04200,17.86,5.8,5.2,306.0
PET_04201,16.22,9.0,7.4,304.0
PET_04202,9.55,2.3,1.9,172.0
PET_04203,10.07,3.6,2.2,218.0
PET_04204,10.15,3.2,6.9,273.0
PET_04205,15.55,5.1,3.1,258.0
PET_04206,11.87,3.1,1.5,186.0
PET_04207,17.47,4.6,6.2,345.0
PET_04208,5.0,8.9,5.4,184.0
PET_04209,10.72,7.5,4.2,258.0
PET_04210,9.37,1.4,6.8,292.0
PET_04211,13.72,7.8,7.0,313.0
PET_04212,12.31,6.0,3.8,221.0
PET_04213,18.99,11.2,8.9,334.0
PET_04214,5.7,3.8,8.0,257.0
PET_04215,15.23,8.9,0.5,174.0
PET_04216,17.79,8.9,1.4,209.0
PET_04217,24.28,3.0,0.5,264.0
PET_04218,12.59,10.9,3.2,193.0
PET_04219,16.62,6.1,1.0,217.0
PET_04220,5.98,8.3,2.0,117.0
PET_04221,5.0,2.2,6.7,248.0
PET_04222,19.22,3.5,0.5,239.0
PET_04223,14.97,7.2,4.3,275.0
PET_04224,20.89,4.2,4.3,323.0
PET_04225,8.13,6.2,3.8,175.0
PET_04226,17.6,4.8,4.3,276.0
PET_04227,24.34,7.9,0.5,293.0
PET_04228,17.1,6.1,2.0,252.0
PET_04229,16.38,0.6,7.9,500.0
PET_04230,15.04,8.0,1.0,209.0
PET_04231,7.15,5.4,8.2,262.0
PET_04232,21.78,4.4,0.5,223.0
PET_04233,11.95,1.6,0.5,206.0
PET_04234,17.52,3.0,1.6,244.0
PET_04235,7.18,3.1,6.8,257.0
PET_04236,9.1,11.3,2.6,140.0
PET_04237,22.18,5.5,4.9,317.0
PET_04238,13.26,1.0,4.2,236.0
PET_04239,22.27,2.1,3.9,345.0
PET_04240,14.61,1.4,7.2,299.0
PET_04241,5.79,7.3,5.9,242.0
PET_04242,19.46,2.6,1.1,235.0
PET_04243,12.05,6.2,3.3,205.0
PET_04244,18.49,4.8,8.4,369.0
PET_04245,15.13,9.7,4.8,231.0
PET_04246,7.28,4.2,0.5,140.0
PET_04247,15.82,5.8,0.5,191.0
PET_04248,25.98,8.8,6.2,339.0
PET_04249,17.46,5.5,5.8,302.0
PET_04250,14.71,9.6,1.7,201.0
PET_04251,20.38,8.1,5.9,307.0
PET_04252,16.05,5.2,8.0,346.0
PET_04253,16.05,6.3,7.6,348.0
PET_04254,9.54,11.6,8.0,253.0
PET_04255,16.17,8.1,5.4,264.0
PET_04256,20.18,10.9,3.6,254.0
PET_04257,10.82,2.6,3.0,205.0
PET_04258,22.12,6.1,4.0,306.0
PET_04259,14.54,10.9,1.8,188.0
PET_04260,10.56,4.2,3.1,227.0
PET_04261,19.99,11.6,7.2,320.0
PET_04262,13.57,1.6,0.5,203.0
PET_04263,18.8,10.9,0.5,179.0
PET_04264,13.54,5.6,6.1,295.0
PET_04265,14.7,1.3,3.1,245.0
PET_04266,17.47,10.6,0.5,189.0
PET_04267,16.45,3.4,3.8,281.0
PET_04268,5.02,0.8,3.5,255.0
PET_04269,9.39,2.1,2.9,205.0
PET_04270,19.65,8.1,5.7,295.0
PET_04271,14.34,11.7,0.7,181.0
PET_04272,12.38,1.8,4.0,240.0
PET_04273,8.21,5.8,3.5,196.0
PET_04274,9.6,2.6,4.1,228.0
PET_04275,5.0,9.1,0.5,92.0
PET_04276,14.49,1.9,2.7,233.0
PET_04277,12.01,3.3,4.0,233.0
PET_04278,10.17,2.8,5.4,251.0
PET_04279,14.66,6.9,8.6,364.0
PET_04280,16.82,10.5,6.0,270.0
PET_04281,25.47,6.4,5.2,372.0
PET_04282,7.44,1.2,7.2,267.0
PET_04283,20.8,7.0,3.2,285.0
PET_04284,19.87,9.7,7.9,325.0
PET_04285,11.1,2.0,6.8,299.0
PET_04286,16.02,1.3,2.9,257.0
PET_04287,12.71,2.7,8.8,332.0
PET_04288,15.93,9.1,5.1,249.0
PET_04289,22.55,7.3,9.5,402.0
PET_04290,18.03,6.7,4.8,313.0
PET_04291,17.54,3.4,2.6,254.0
PET_04292,12.85,4.3,2.1,234.0
PET_04293,7.58,11.6,3.1,160.0
PET_04294,13.96,3.3,2.6,253.0
PET_04295,21.03,10.9,7.2,317.0
PET_04296,7.36,7.2,3.9,184.0
PET_04297,9.72,1.9,0.5,179.0
PET_04298,15.63,5.9,4.5,266.0
PET_04299,10.08,11.4,4.3,213.0
PET_04300,11.04,5.3,2.8,217.0
PET_04301,12.88,10.4,4.7,244.0
PET_04302,8.17,3.4,3.9,194.0
PET_04303,10.13,7.1,5.6,262.0
PET_04304,18.52,10.2,5.4,263.0
PET_04305,8.46,11.1,4.9,156.0
PET_04306,7.01,6.1,0.8,152.0
PET_04307,11.85,7.9,9.3,326.0
PET_04308,18.66,0.5,0.5,370.0
PET_04309,14.02,3.4,3.7,253.0
PET_04310,12.68,3.7,1.3,198.0
PET_04311,15.22,1.6,5.0,311.0
PET_04312,6.27,3.7,4.3,202.0
PET_04313,17.47,4.2,3.6,269.0
PET_04314,16.92,11.6,7.8,298.0
PET_04315,12.95,8.2,6.8,263.0
PET_04316,20.03,5.4,3.2,244.0
PET_04317,9.36,11.9,6.0,223.0
PET_04318,20.64,2.3,7.9,403.0
PET_04319,15.77,6.0,6.8,316.0
PET_04320,13.32,7.9,3.7,231.0
PET_04321,14.9,1.1,0.5,212.0
PET_04322,14.46,8.7,4.8,264.0
PET_04323,21.1,1.6,5.7,355.0
PET_04324,9.62,2.1,2.1,194.0
PET_04325,11.19,2.3,4.1,233.0
PET_04326,20.18,11.2,3.8,243.0
PET_04327,12.02,8.4,7.5,265.0
PET_04328,19.5,8.0,8.6,375.0
PET_04329,23.5,6.9,6.9,349.0
PET_04330,12.99,3.9,3.8,234.0
PET_04331,18.41,7.6,6.9,354.0
PET_04332,9.23,5.2,5.6,240.0
PET_04333,18.77,2.2,3.8,257.0
PET_04334,16.0,8.4,9.2,345.0
PET_04335,17.37,2.0,2.2,241.0
PET_04336,11.77,2.7,5.5,261.0
PET_04337,6.69,9.9,6.1,217.0
PET_04338,17.52,8.1,3.3,226.0
PET_04339,5.0,7.8,5.4,172.0
PET_04340,13.41,5.3,6.4,295.0
PET_04341,19.71,5.1,4.6,322.0
PET_04342,15.96,8.4,5.2,249.0
PET_04343,24.74,9.0,4.3,302.0
PET_04344,20.13,6.4,6.0,319.0
PET_04345,11.73,11.6,3.4,176.0
PET_04346,15.14,11.5,3.2,207.0
PET_04347,14.76,5.2,4.1,271.0
PET_04348,7.09,9.9,7.0,220.0
PET_04349,10.3,6.7,0.5,173.0
PET_04350,12.2,6.4,1.7,220.0
PET_04351,5.0,1.1,9.7,306.0
PET_04352,15.24,7.1,4.7,248.0
PET_04353,13.75,10.9,3.0,196.0
PET_04354,6.64,9.5,6.0,213.0
PET_04355,17.02,9.5,2.0,208.0
PET_04356,18.58,2.3,0.5,209.0
PET_04357,16.14,4.6,4.9,280.0
PET_04358,13.38,3.2,2.2,186.0
PET_04359,17.96,4.1,4.3,289.0
PET_04360,18.4,7.2,4.8,289.0
PET_04361,16.54,4.7,4.4,277.0
PET_04362,10.88,6.9,0.5,180.0
PET_04363,16.38,5.5,4.1,254.0
PET_04364,20.98,3.8,5.1,321.0
PET_04365,12.02,1.6,0.5,165.0
PET_04366,25.49,10.8,0.5,260.0
PET_04367,12.37,0.6,1.3,319.0
PET_04368,15.16,0.5,5.9,465.0
PET_04369,11.64,10.0,0.5,151.0
PET_04370,16.12,12.0,6.1,247.0
PET_04371,6.29,8.9,5.0,185.0
PET_04372,12.27,0.7,3.4,340.0
PET_04373,9.54,3.1,0.5,160.0
PET_04374,15.68,11.7,2.0,191.0
PET_04375,19.97,9.8,6.0,286.0
PET_04376,18.23,7.0,7.1,340.0
PET_04377,5.0,3.2,1.4,149.0
PET_04378,25.21,0.7,6.9,500.0
PET_04379,16.48,0.7,5.7,478.0
PET_04380,11.12,7.5,4.0,260.0
PET_04381,15.79,0.8,2.2,369.0
PET_04382,15.88,11.9,2.5,232.0
PET_04383,11.67,2.6,8.6,329.0
PET_04384,15.99,8.7,4.4,246.0
PET_04385,11.96,2.3,7.3,300.0
PET_04386,12.98,6.7,4.6,258.0
PET_04387,11.57,1.4,2.9,228.0
PET_04388,7.84,9.3,5.5,180.0
PET_04389,15.73,7.2,9.4,371.0
PET_04390,17.93,1.5,2.4,241.0
PET_04391,17.57,10.3,6.3,293.0
PET_04392,19.1,6.8,4.5,309.0
PET_04393,16.62,11.1,0.5,201.0
PET_04394,12.34,11.0,0.5,136.0
PET_04395,19.2,11.1,2.9,222.0
PET_04396,8.21,1.4,4.9,248.0
PET_04397,10.5,1.9,6.2,256.0
PET_04398,10.18,11.9,0.5,114.0
PET_04399,20.4,6.1,5.6,335.0
PET_04400,19.71,3.2,3.7,297.0
PET_04401,17.44,9.4,4.0,248.0
PET_04402,20.36,3.5,5.5,343.0
PET_04403,10.6,8.9,8.4,277.0
PET_04404,16.74,10.1,4.8,251.0
PET_04405,14.37,9.5,0.6,169.0
PET_04406,19.23,3.7,3.5,288.0
PET_04407,14.42,5.1,6.1,295.0
PET_04408,13.08,5.3,6.2,265.0
PET_04409,17.7,6.1,5.7,323.0
PET_04410,19.38,2.4,2.7,295.0
PET_04411,11.66,5.7,0.6,182.0
PET_04412,14.69,6.4,5.5,292.0
PET_04413,9.71,6.6,1.0,148.0
PET_04414,5.0,9.9,5.7,161.0
PET_04415,16.0,6.4,5.7,310.0
PET_04416,18.04,3.2,2.8,269.0
PET_04417,16.31,8.1,3.7,237.0
PET_04418,5.25,9.7,4.5,168.0
PET_04419,13.25,4.2,2.5,226.0
PET_04420,5.0,7.9,0.5,123.0
PET_04421,21.85,2.2,3.9,319.0
PET_04422,9.57,4.4,4.2,195.0
PET_04423,21.28,11.0,7.4,336.0
PET_04424,19.73,11.0,2.0,235.0
PET_04425,10.5,7.1,6.7,251.0
PET_04426,9.34,8.6,1.1,124.0
PET_04427,16.75,10.3,0.6,197.0
PET_04428,10.78,11.5,3.2,198.0
PET_04429,15.51,6.1,1.6,181.0
PET_04430,12.59,7.0,0.6,184.0
PET_04431,6.09,5.3,8.9,275.0
PET_04432,5.0,1.3,2.9,171.0
PET_04433,16.13,5.4,9.8,377.0
PET_04434,12.19,9.6,1.5,155.0
PET_04435,12.23,9.8,0.5,160.0
PET_04436,18.48,10.8,7.2,292.0
PET_04437,20.87,1.1,2.2,296.0
PET_04438,13.64,6.6,4.3,268.0
PET_04439,13.3,1.7,0.6,181.0
PET_04440,17.5,2.8,3.9,272.0
PET_04441,8.22,10.9,0.6,123.0
PET_04442,16.12,6.2,3.8,288.0
PET_04443,17.76,9.2,2.8,220.0
PET_04444,18.4,1.2,4.6,302.0
PET_04445,5.32,5.3,5.6,218.0
PET_04446,11.19,8.3,4.6,222.0
PET_04447,10.61,2.0,5.1,261.0
PET_04448,15.5,4.2,3.7,263.0
PET_04449,17.4,1.2,2.9,264.0
PET_04450,22.48,8.0,5.2,342.0
PET_04451,12.53,11.7,3.7,153.0
PET_04452,12.51,10.0,3.8,234.0
PET_04453,20.75,11.7,5.0,279.0
PET_04454,16.48,10.2,1.4,198.0
PET_04455,21.34,10.3,7.6,362.0
PET_04456,16.44,7.1,3.4,247.0
PET_04457,9.21,6.5,4.3,253.0
PET_04458,8.33,5.2,3.9,218.0
PET_04459,7.24,9.9,5.6,204.0
PET_04460,18.31,2.6,4.8,317.0
PET_04461,20.94,1.1,3.9,303.0
PET_04462,24.25,11.4,7.6,324.0
PET_04463,19.22,0.5,0.5,345.0
PET_04464,20.81,11.7,7.1,332.0
PET_04465,12.1,8.9,6.3,231.0
PET_04466,9.22,4.3,0.5,129.0
PET_04467,19.25,8.5,6.3,296.0
PET_04468,17.09,9.9,6.6,293.0
PET_04469,15.54,3.3,5.4,295.0
PET_04470,16.94,9.4,0.5,194.0
PET_04471,16.62,9.8,5.7,284.0
PET_04472,21.42,3.4,6.5,370.0
PET_04473,21.47,1.0,2.6,294.0
PET_04474,17.72,2.8,5.1,300.0
PET_04475,19.23,2.8,3.1,296.0
PET_04476,17.57,1.3,6.2,334.0
PET_04477,12.69,8.8,3.2,186.0
PET_04478,18.78,4.9,2.5,285.0
PET_04479,8.03,10.7,3.9,178.0
PET_04480,20.27,3.4,0.6,256.0
PET_04481,9.03,5.7,3.7,202.0
PET_04482,16.43,7.8,4.9,301.0
PET_04483,10.77,10.6,6.2,207.0
PET_04484,17.77,6.5,4.6,317.0
PET_04485,14.83,4.8,0.5,169.0
PET_04486,7.03,10.5,7.4,203.0
PET_04487,17.1,4.1,7.6,349.0
PET_04488,12.11,1.4,4.3,244.0
PET_04489,19.41,5.6,2.1,257.0
PET_04490,15.01,9.5,2.7,199.0
PET_04491,16.98,0.9,3.5,404.0
PET_04492,10.21,7.2,4.7,237.0
PET_04493,12.05,7.3,3.2,219.0
PET_04494,12.71,11.2,1.9,187.0
PET_04495,19.28,3.8,6.6,347.0
PET_04496,23.39,3.7,4.6,336.0
PET_04497,10.97,5.6,1.4,193.0
PET_04498,20.38,4.6,4.7,291.0
PET_04499,5.0,9.0,4.4,124.0
PET_04500,9.03,7.9,2.2,152.0
PET_04501,10.21,9.2,7.0,237.0
PET_04502,8.24,9.9,4.3,189.0
PET_04503,7.08,11.1,3.5,120.0
PET_04504,17.06,5.5,3.8,274.0
PET_04505,13.93,11.8,5.1,228.0
PET_04506,16.9,3.0,3.8,280.0
PET_04507,18.45,8.7,3.8,222.0
PET_04508,16.33,6.6,6.7,357.0
PET_04509,18.29,9.9,0.5,194.0
PET_04510,14.65,6.0,0.9,183.0
PET_04511,9.07,9.5,5.9,218.0
PET_04512,20.29,11.2,10.0,382.0
PET_04513,12.05,8.9,6.2,224.0
PET_04514,10.32,9.4,8.7,248.0
PET_04515,14.11,1.3,2.9,241.0
PET_04516,10.44,2.9,2.4,200.0
PET_04517,12.91,11.7,5.1,237.0
PET_04518,16.72,8.5,6.4,303.0
PET_04519,16.74,7.0,0.7,224.0
PET_04520,10.51,4.7,3.5,197.0
PET_04521,12.56,1.0,3.9,233.0
PET_04522,20.37,4.7,2.3,263.0
PET_04523,17.48,6.2,2.6,266.0
PET_04524,25.38,2.9,6.1,396.0
PET_04525,20.9,2.5,5.2,355.0
PET_04526,20.72,6.3,6.0,350.0
PET_04527,8.06,7.2,4.8,207.0
PET_04528,18.82,3.3,1.8,253.0
PET_04529,14.73,7.3,5.1,253.0
PET_04530,12.25,10.9,1.6,176.0
PET_04531,15.84,5.9,3.2,243.0
PET_04532,19.73,10.4,1.4,236.0
PET_04533,17.5,11.2,2.5,227.0
PET_04534,10.61,1.6,4.2,266.0
PET_04535,18.71,1.6,2.9,285.0
PET_04536,11.81,6.0,1.8,201.0
PET_04537,16.08,7.3,6.8,314.0
PET_04538,13.48,5.4,3.7,238.0
PET_04539,13.91,4.3,2.7,227.0
PET_04540,18.83,7.9,1.3,253.0
PET_04541,9.8,0.5,0.5,229.0
PET_04542,24.73,11.6,3.4,285.0
PET_04543,5.89,3.2,0.6,107.0
PET_04544,12.01,11.0,5.8,238.0
PET_04545,16.85,1.8,4.1,278.0
PET_04546,17.92,3.2,7.9,367.0
PET_04547,14.5,3.2,4.6,261.0
PET_04548,14.71,12.0,2.2,188.0
PET_04549,17.05,0.6,0.5,346.0
PET_04550,13.84,7.9,6.0,285.0
PET_04551,21.97,10.5,0.8,247.0
PET_04552,19.2,8.2,3.0,237.0
PET_04553,19.36,4.7,8.2,365.0
PET_04554,10.17,11.5,5.5,232.0
PET_04555,14.6,10.8,5.0,233.0
PET_04556,13.5,5.5,6.4,286.0
PET_04557,9.97,7.1,6.3,265.0
PET_04558,16.8,11.6,8.0,299.0
PET_04559,12.31,11.8,2.5,175.0
PET_04560,18.28,5.7,3.1,260.0
PET_04561,9.65,10.2,1.7,171.0
PET_04562,23.6,4.0,3.9,329.0
PET_04563,10.52,4.8,3.7,213.0
PET_04564,16.1,2.4,0.5,209.0
PET_04565,18.96,2.9,2.4,274.0
PET_04566,12.15,8.1,7.6,290.0
PET_04567,19.26,6.4,4.6,302.0
PET_04568,8.85,3.2,5.8,236.0
PET_04569,22.26,5.1,3.7,343.0
PET_04570,15.07,4.8,0.5,202.0
PET_04571,12.02,11.9,3.7,195.0
PET_04572,13.5,10.3,6.6,259.0
PET_04573,19.04,5.0,1.0,222.0
PET_04574,12.08,11.0,5.9,234.0
PET_04575,11.25,4.4,0.5,182.0
PET_04576,13.89,8.2,4.1,242.0
PET_04577,9.12,11.6,5.4,199.0
PET_04578,24.1,5.0,3.2,323.0
PET_04579,12.17,8.3,10.2,328.0
PET_04580,19.16,3.9,2.8,276.0
PET_04581,16.05,3.6,2.6,259.0
PET_04582,10.08,7.1,4.5,234.0
PET_04583,14.97,11.8,2.1,183.0
PET_04584,18.92,5.7,0.5,215.0
PET_04585,14.06,11.3,1.3,190.0
PET_04586,20.97,11.0,5.9,259.0
PET_04587,20.11,3.4,3.2,282.0
PET_04588,19.59,5.1,8.3,355.0
PET_04589,12.7,7.9,2.9,234.0
PET_04590,9.6,6.5,5.8,269.0
PET_04591,11.93,1.6,5.3,257.0
PET_04592,15.98,11.9,2.9,254.0
PET_04593,17.73,9.2,1.8,233.0
PET_04594,5.0,5.5,0.5,121.0
PET_04595,14.96,7.6,5.4,304.0
PET_04596,15.79,1.5,7.0,320.0
PET_04597,13.61,6.2,0.5,181.0
PET_04598,21.46,11.2,3.1,264.0
PET_04599,17.11,10.8,2.3,203.0
PET_04600,21.55,4.4,5.4,322.0
PET_04601,13.92,6.6,3.2,222.0
PET_04602,19.69,8.5,7.3,314.0
PET_04603,23.18,4.4,3.0,318.0
PET_04604,21.56,1.2,0.9,261.0
PET_04605,9.54,6.3,2.8,170.0
PET_04606,13.73,7.4,3.1,238.0
PET_04607,13.27,0.6,5.3,440.0
PET_04608,17.45,1.6,3.1,262.0
PET_04609,18.43,2.9,5.1,338.0
PET_04610,10.81,4.5,2.0,207.0
PET_04611,15.34,6.7,3.3,233.0
PET_04612,5.0,3.9,2.0,138.0
PET_04613,22.21,3.7,1.9,280.0
PET_04614,12.44,10.5,7.2,257.0
PET_04615,15.28,2.2,2.2,201.0
PET_04616,13.45,6.2,3.1,220.0
PET_04617,20.73,11.5,6.6,299.0
PET_04618,5.0,7.7,5.9,239.0
PET_04619,14.92,8.7,8.1,298.0
PET_04620,14.47,5.5,5.2,266.0
PET_04621,12.73,0.7,2.5,332.0
PET_04622,23.63,7.9,9.1,423.0
PET_04623,10.56,7.8,5.5,242.0
PET_04624,18.86,1.8,3.6,283.0
PET_04625,16.78,5.8,4.1,268.0
PET_04626,21.31,11.0,4.4,284.0
PET_04627,11.66,2.9,3.4,208.0
PET_04628,11.34,5.8,0.6,154.0
PET_04629,20.48,5.8,8.1,364.0
PET_04630,17.13,9.8,3.9,224.0
PET_04631,7.28,10.0,4.5,167.0
PET_04632,12.3,9.2,9.2,306.0
PET_04633,16.93,4.7,2.3,263.0
PET_04634,19.19,1.3,5.6,336.0
PET_04635,11.6,4.5,2.0,203.0
PET_04636,5.0,8.3,4.8,161.0
PET_04637,17.62,8.6,4.5,225.0
PET_04638,8.9,11.6,6.0,215.0
PET_04639,5.0,5.7,7.0,239.0
PET_04640,5.0,7.8,2.6,141.0
PET_04641,19.07,6.7,7.5,338.0
PET_04642,15.64,2.2,7.7,320.0
PET_04643,13.87,5.8,3.4,243.0
PET_04644,21.95,6.8,4.0,315.0
PET_04645,18.19,11.4,2.8,246.0
PET_04646,23.08,4.7,3.2,301.0
PET_04647,8.04,11.8,1.0,121.0
PET_04648,14.83,6.7,5.9,292.0
PET_04649,6.92,3.3,0.5,130.0
PET_04650,13.85,2.7,2.3,239.0
PET_04651,13.76,2.1,3.9,275.0
PET_04652,18.13,5.7,7.2,327.0
PET_04653,15.23,0.8,2.6,364.0
PET_04654,18.12,5.6,5.1,325.0
PET_04655,18.52,11.9,3.8,250.0
PET_04656,25.77,8.2,6.4,348.0
PET_04657,13.42,9.2,4.9,237.0
PET_04658,10.29,1.9,6.1,278.0
PET_04659,16.23,5.9,2.6,251.0
PET_04660,10.99,3.8,1.5,191.0
PET_04661,22.41,10.8,4.9,293.0
PET_04662,13.58,2.6,2.8,254.0
PET_04663,12.17,5.8,4.1,236.0
PET_04664,12.64,7.3,4.8,253.0
PET_04665,18.59,6.4,7.1,367.0
PET_04666,14.21,10.0,6.0,258.0
PET_04667,11.79,3.2,2.3,208.0
PET_04668,23.33,4.8,1.1,286.0
PET_04669,10.72,9.6,8.3,270.0
PET_04670,15.18,6.6,0.5,186.0
PET_04671,18.26,5.1,2.9,272.0
PET_04672,6.84,0.8,5.6,339.0
PET_04673,17.4,9.2,8.1,339.0
PET_04674,9.72,11.7,3.5,181.0
PET_04675,19.11,7.6,4.1,277.0
PET_04676,10.19,10.4,1.8,150.0
PET_04677,18.46,6.4,4.3,304.0
PET_04678,20.53,3.2,1.1,241.0
PET_04679,19.31,0.7,2.1,447.0
PET_04680,16.26,8.0,5.9,278.0
PET_04681,13.84,6.2,2.9,244.0
PET_04682,12.12,9.5,6.3,237.0
PET_04683,22.36,8.5,3.6,264.0
PET_04684,11.5,11.9,0.6,151.0
PET_04685,9.81,6.4,6.9,263.0
PET_04686,18.33,5.4,0.7,252.0
PET_04687,11.02,3.8,2.5,185.0
PET_04688,10.25,6.0,3.5,221.0
PET_04689,7.78,10.5,6.5,210.0
PET_04690,12.59,1.0,2.7,232.0
PET_04691,14.59,11.7,1.7,191.0
PET_04692,16.22,11.9,4.4,213.0
PET_04693,19.76,7.4,3.5,290.0
PET_04694,17.63,4.3,2.8,279.0
PET_04695,14.05,3.1,4.5,274.0
PET_04696,14.01,3.7,1.0,197.0
PET_04697,17.55,1.1,0.5,206.0
PET_04698,21.36,6.0,9.3,414.0
PET_04699,15.63,1.2,4.3,308.0
PET_04700,12.65,8.8,4.4,228.0
PET_04701,10.04,4.8,2.0,204.0
PET_04702,7.77,2.8,6.2,262.0
PET_04703,18.33,6.8,2.7,256.0
PET_04704,17.89,11.7,0.5,189.0
PET_04705,17.89,8.5,2.6,241.0
PET_04706,14.36,6.2,3.3,218.0
PET_04707,22.03,9.4,3.6,282.0
PET_04708,12.58,9.0,3.5,222.0
PET_04709,19.78,10.8,2.4,233.0
PET_04710,14.81,2.9,2.1,243.0
PET_04711,11.96,10.4,3.3,185.0
PET_04712,17.96,4.0,0.5,225.0
PET_04713,17.05,11.3,0.5,178.0
PET_04714,16.78,3.7,4.2,289.0
PET_04715,15.41,11.2,4.3,231.0
PET_04716,14.81,11.6,6.2,233.0
PET_04717,26.94,2.2,3.4,342.0
PET_04718,20.92,11.7,1.0,247.0
PET_04719,18.61,1.5,0.5,243.0
PET_04720,15.56,3.0,1.8,199.0
PET_04721,20.04,5.6,5.1,339.0
PET_04722,17.59,11.9,7.6,283.0
PET_04723,15.13,6.1,4.1,276.0
PET_04724,13.48,6.8,1.0,212.0
PET_04725,14.6,8.5,1.8,193.0
PET_04726,5.0,11.6,1.9,103.0
PET_04727,16.05,9.5,3.0,208.0
PET_04728,12.56,3.1,6.8,306.0
PET_04729,22.96,4.0,7.0,365.0
PET_04730,15.1,1.6,3.6,254.0
PET_04731,9.06,7.9,4.5,225.0
PET_04732,14.75,2.6,2.0,219.0
PET_04733,9.77,3.5,0.5,181.0
PET_04734,17.37,10.7,8.5,300.0
PET_04735,16.45,4.3,0.5,163.0
PET_04736,19.79,7.0,0.5,222.0
PET_04737,11.05,5.1,8.5,316.0
PET_04738,15.17,1.4,4.0,284.0
PET_04739,8.17,4.7,1.2,151.0
PET_04740,18.51,5.2,5.7,316.0
PET_04741,17.59,10.8,5.9,274.0
PET_04742,17.48,4.2,0.7,250.0
PET_04743,15.01,4.9,2.7,245.0
PET_04744,17.07,9.5,6.2,271.0
PET_04745,23.02,9.2,2.0,284.0
PET_04746,13.57,9.7,4.7,229.0
PET_04747,15.69,11.5,7.6,256.0
PET_04748,9.57,9.6,0.5,111.0
PET_04749,10.66,5.2,3.1,219.0
PET_04750,15.49,9.9,4.7,215.0
PET_04751,20.52,6.3,0.5,248.0
PET_04752,13.72,3.7,2.7,219.0
PET_04753,13.82,4.0,6.6,319.0
PET_04754,12.97,3.1,2.2,220.0
PET_04755,12.33,2.2,0.5,159.0
PET_04756,16.47,2.6,6.8,343.0
PET_04757,7.51,1.2,5.1,250.0
PET_04758,21.4,10.7,3.8,249.0
PET_04759,11.67,11.2,3.8,185.0
PET_04760,18.61,7.2,6.6,341.0
PET_04761,8.65,10.2,4.7,202.0
PET_04762,18.34,2.6,5.6,358.0
PET_04763,18.36,10.9,2.3,235.0
PET_04764,16.92,6.3,0.5,248.0
PET_04765,10.03,1.3,5.6,259.0
PET_04766,16.25,2.1,6.8,334.0
PET_04767,9.08,4.1,3.4,197.0
PET_04768,13.74,1.0,6.2,292.0
PET_04769,20.15,4.1,3.2,293.0
PET_04770,18.98,1.2,3.8,289.0
PET_04771,15.08,3.2,8.4,307.0
PET_04772,10.13,3.6,3.3,203.0
